id,pwid
108,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
109,KEGG_RIBOFLAVIN_METABOLISM
110,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
111,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
112,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
113,KEGG_BASAL_TRANSCRIPTION_FACTORS
114,KEGG_NON_HOMOLOGOUS_END_JOINING
115,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
116,KEGG_LYSOSOME
117,KEGG_CARDIAC_MUSCLE_CONTRACTION
118,KEGG_RENIN_ANGIOTENSIN_SYSTEM
119,KEGG_CIRCADIAN_RHYTHM_MAMMAL
120,KEGG_TASTE_TRANSDUCTION
121,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
122,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
123,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
124,KEGG_PRIMARY_IMMUNODEFICIENCY
125,KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
126,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
127,KEGG_DILATED_CARDIOMYOPATHY
128,PID_HDAC_CLASSII_PATHWAY
129,PID_DNA_PK_PATHWAY
130,PID_INTEGRIN_CS_PATHWAY
131,PID_ARF6_TRAFFICKING_PATHWAY
132,PID_ILK_PATHWAY
133,PID_CIRCADIAN_PATHWAY
134,PID_HDAC_CLASSI_PATHWAY
135,PID_CONE_PATHWAY
136,PID_ERB_GENOMIC_PATHWAY
137,PID_VEGF_VEGFR_PATHWAY
138,PID_MYC_PATHWAY
139,PID_RANBP2_PATHWAY
140,PID_AR_TF_PATHWAY
141,PID_RXR_VDR_PATHWAY
142,PID_INTEGRIN2_PATHWAY
143,PID_CMYB_PATHWAY
144,PID_ERA_GENOMIC_PATHWAY
145,PID_RHODOPSIN_PATHWAY
146,PID_RETINOIC_ACID_PATHWAY
147,PID_INTEGRIN5_PATHWAY
148,PID_HNF3A_PATHWAY
149,NABA_COLLAGENS
150,NABA_ECM_GLYCOPROTEINS
151,NABA_ECM_REGULATORS
152,NABA_ECM_AFFILIATED
153,NABA_PROTEOGLYCANS
154,NABA_SECRETED_FACTORS
155,NABA_CORE_MATRISOME
156,NABA_MATRISOME_ASSOCIATED
157,NABA_BASEMENT_MEMBRANES
158,NABA_MATRISOME
159,REACTOME_INTERLEUKIN_6_SIGNALING
160,REACTOME_APOPTOSIS
161,REACTOME_HEMOSTASIS
162,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
163,REACTOME_MAPK3_ERK1_ACTIVATION
164,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE
165,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX
166,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH
167,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE
168,REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1
169,REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR
170,REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY
171,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA
172,REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA
173,REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS
174,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA
175,REACTOME_FORMATION_OF_APOPTOSOME
176,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE
177,REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE
178,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS
179,REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE
180,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE
181,REACTOME_OPIOID_SIGNALLING
182,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB
183,REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB
184,REACTOME_CA_DEPENDENT_EVENTS
185,REACTOME_G_PROTEIN_MEDIATED_EVENTS
186,REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS
187,REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING
188,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE
189,REACTOME_NEUROTRANSMITTER_CLEARANCE
190,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION
191,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
192,REACTOME_NEURONAL_SYSTEM
193,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX
194,REACTOME_IRS_MEDIATED_SIGNALLING
195,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION
196,REACTOME_MAPK1_ERK2_ACTIVATION
197,REACTOME_SOS_MEDIATED_SIGNALLING
198,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX
199,REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1
200,REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION
201,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION
202,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS
203,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS
204,REACTOME_DISINHIBITION_OF_SNARE_FORMATION
205,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE
206,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR
207,REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS
208,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES
209,REACTOME_PROLACTIN_RECEPTOR_SIGNALING
210,REACTOME_SIGNALING_BY_NODAL
211,REACTOME_FERTILIZATION
212,REACTOME_MEIOTIC_SYNAPSIS
213,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES
214,REACTOME_SIGNALING_BY_FGFR_IN_DISEASE
215,REACTOME_SIGNALING_BY_ERBB2
216,REACTOME_SIGNALING_BY_ERBB2_IN_CANCER
217,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR
218,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA
219,REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS
220,REACTOME_SIGNALING_BY_ERBB4
221,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES
222,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
223,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
224,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES
225,REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN
226,REACTOME_METHIONINE_SALVAGE_PATHWAY
227,REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE
228,REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING
229,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING
230,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING
231,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4
232,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING
233,REACTOME_INTERLEUKIN_7_SIGNALING
234,REACTOME_DEVELOPMENTAL_BIOLOGY
235,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT
236,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
237,REACTOME_ADAPTIVE_IMMUNE_SYSTEM
238,REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING
239,REACTOME_CA2_ACTIVATED_K_CHANNELS
240,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS
241,REACTOME_POTASSIUM_CHANNELS
242,REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS
243,REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS
244,REACTOME_SPERM_MOTILITY_AND_TAXES
245,REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING
246,REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING
247,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING
248,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX
249,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1
250,REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS
251,REACTOME_RORA_ACTIVATES_GENE_EXPRESSION
252,REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION
253,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS
254,REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS
255,REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA
256,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION
257,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
258,REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION
259,REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION
260,REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION
261,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE
262,REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS
263,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
264,REACTOME_SIGNALING_BY_SCF_KIT
265,REACTOME_REGULATION_OF_KIT_SIGNALING
266,REACTOME_REGULATION_OF_SIGNALING_BY_NODAL
267,REACTOME_COLLAGEN_DEGRADATION
268,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE
269,REACTOME_BETA_DEFENSINS
270,REACTOME_DEFENSINS
271,REACTOME_ALPHA_DEFENSINS
272,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION
273,REACTOME_REPRODUCTION
274,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX
275,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
276,REACTOME_COLLAGEN_FORMATION
277,REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE
278,REACTOME_ACYL_CHAIN_REMODELLING_OF_PC
279,REACTOME_ACYL_CHAIN_REMODELING_OF_CL
280,REACTOME_ACYL_CHAIN_REMODELLING_OF_PS
281,REACTOME_ACYL_CHAIN_REMODELLING_OF_PE
282,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG
283,REACTOME_ACYL_CHAIN_REMODELLING_OF_PI
284,REACTOME_ACYL_CHAIN_REMODELLING_OF_PG
285,REACTOME_HYDROLYSIS_OF_LPC
286,REACTOME_SYNTHESIS_OF_PG
287,REACTOME_SYNTHESIS_OF_PA
288,REACTOME_SYNTHESIS_OF_PC
289,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS
290,REACTOME_SYNTHESIS_OF_PE
291,REACTOME_SYNTHESIS_OF_PI
292,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE
293,REACTOME_INOSITOL_PHOSPHATE_METABOLISM
294,REACTOME_PI_METABOLISM
295,REACTOME_PHOSPHOLIPID_METABOLISM
296,REACTOME_DAG_AND_IP3_SIGNALING
297,REACTOME_MEIOSIS
298,REACTOME_CELL_CELL_COMMUNICATION
299,REACTOME_SIGNALING_BY_ACTIVIN
300,REACTOME_G0_AND_EARLY_G1
301,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS
302,REACTOME_METHYLATION
303,REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES
304,REACTOME_AMINO_ACID_CONJUGATION
305,REACTOME_GLUCURONIDATION
306,REACTOME_GLUTATHIONE_CONJUGATION
307,REACTOME_ELASTIC_FIBRE_FORMATION
308,REACTOME_FIBRONECTIN_MATRIX_FORMATION
309,REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS
310,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION
311,REACTOME_SIGNALING_BY_NOTCH
312,REACTOME_TELOMERE_MAINTENANCE
313,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION
314,REACTOME_METABOLISM_OF_NUCLEOTIDES
315,REACTOME_MITOCHONDRIAL_BIOGENESIS
316,REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA
317,REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS
318,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES
319,REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS
320,REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS
321,REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS
322,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS
323,REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN
324,REACTOME_SULFIDE_OXIDATION_TO_SULFATE
325,REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE
326,REACTOME_SULFUR_AMINO_ACID_METABOLISM
327,REACTOME_HIV_LIFE_CYCLE
328,REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION
329,REACTOME_INTEGRATION_OF_PROVIRUS
330,REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE
331,REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION
332,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI
333,REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR
334,REACTOME_HIV_INFECTION
335,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS
336,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM
337,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS
338,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS
339,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING
340,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS
341,REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION
342,REACTOME_TRIGLYCERIDE_CATABOLISM
343,REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY
344,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM
345,REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION
346,REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS
347,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM
348,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM
349,REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION
350,REACTOME_CELL_CYCLE
351,REACTOME_SIGNALING_BY_EGFR_IN_CANCER
352,REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING
353,REACTOME_2_LTR_CIRCLE_FORMATION
354,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS
355,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION
356,REACTOME_NEF_AND_SIGNAL_TRANSDUCTION
357,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS
358,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES
359,REACTOME_MTOR_SIGNALLING
360,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF
361,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE
362,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE
363,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE
364,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE
365,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS
366,REACTOME_GLYCOSPHINGOLIPID_METABOLISM
367,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE
368,REACTOME_MITOCHONDRIAL_UNCOUPLING
369,REACTOME_MTORC1_MEDIATED_SIGNALLING
370,REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES
371,REACTOME_SIGNALING_BY_NTRKS
372,REACTOME_COMPLEMENT_CASCADE
373,REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION
374,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
375,REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT
376,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS
377,REACTOME_SIGNALLING_TO_RAS
378,REACTOME_HIV_TRANSCRIPTION_INITIATION
379,REACTOME_HIV_TRANSCRIPTION_ELONGATION
380,REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME
381,REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT
382,REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY
383,REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION
384,REACTOME_THE_FATTY_ACID_CYCLING_MODEL
385,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR
386,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE
387,REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE
388,REACTOME_INNATE_IMMUNE_SYSTEM
389,REACTOME_INFLUENZA_INFECTION
390,REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS
391,REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS
392,REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS
393,REACTOME_NOD1_2_SIGNALING_PATHWAY
394,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS
395,REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS
396,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
397,REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT
398,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
399,REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS
400,REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY
401,REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY
402,REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN
403,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
404,REACTOME_ARMS_MEDIATED_ACTIVATION
405,REACTOME_P38MAPK_EVENTS
406,REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE
407,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION
408,REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B
409,REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1
410,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
411,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1
412,REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS
413,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING
414,REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE
415,REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE
416,REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS
417,REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION
418,REACTOME_ACTIVATION_OF_C3_AND_C5
419,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE
